Radicado,Ponente,Autoridad orden nacional,Acto demandado,Contenido acto
11001-03-15-000-2020-01505-00,Oswaldo Giraldo López,Instituto Nacional de Meteorología de Colombia,Circular Externa 009  del 1 de abril de 2020,"Control inmediato de legalidad de la circular externa 009 del 1 de abril de 2020 proferida por el director general y secretaria general del instituto nacional de metrología, para la ciudadanía en general, funcionarios, contratistas y colaboradores del instituto nacional de metrología. asunto: tramite de pqrsd y términos legales de respuesta"
11001-03-15-000-2020-01506-00,Rocío Araújo Oñate,Instituto Nacional de Meteorología de Colombia,Resolución 145  del 7 de abril de 2020,"Control inmediato de legalidad de la resolución 145 del 7 de abril de 2020 proferida por el director general del instituto nacional de metrología, ""por la cual se suspenden términos de las actuaciones administrativas en sede administrativa del INM y de aquellos servicios que no se puedan prestar conforme a las directrices señaladas en la circular externa 008 de 2020 del INM"
11001-0315-000-2020-01507-00,Lucy Jeannette Bermúdez Bermúdez,Nación - Ministerio de Hacienda y Crédito Público,Resolución 975 del 6 de abril de 2020,"Control inmediato de legalidad de la resolución 975 del 6 de abril de 2020 proferida por el ministro de hacienda y crédito público, ""por medio de la cual se define el monto de los recursos a transferir, la periodicidad de las transferencias y los mecanismos de dispersión del programa ingreso solidario y se dictan"
11001-0315-000-2020-01508-00,César Palomino Cortés,Fondo de Adaptación,Resolución 130 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 130 del 13 de abril de 2020 proferida por el fondo de adaptación, ""por la cual se deroga la resolución 0126 del 25 de marzo de 2020 y se establecen medidas administrativas extraordinarias por motivos de salud publica"
11001-0315-000-2020-01509-00,Carlos Enrique Moreno Rubio,Ministerio de Cultura,Circular 1 del 8 de abril de 2020,"Control inmediato de legalidad de la circular 1 del 8 de abril de 2020 proferida por la ministra de cultura, para las alcaldías municipales y distritales. asunto: lineamientos generales para implementación del artículo 2 del decreto 475 del 25 de marzo de 2020"
11001-0315-000-2020-01510-00,Nubia Margoth Peña Garzón,Ministerio de Cultura,Circular 07 del 9 de abril de 2020,"Control inmediato de legalidad de la circular 07 del 9 de abril de 2020 proferida por la ministra de cultura, para los alcaldes y secretarios de culturo y hacienda municipales y distritales. asunto: alcance a la circular 1 del 8 de abril de 2020 sobre lineamientos generales para la implementación del artículo 2 del decreto 475 del 25 de marzo de 2020"
11001-0315-000-2020-01511-00,Julio Roberto Piza Rodríguez,Ministerio de Educación Nacional,Directiva 07 del 6 de abril de 2020,"Control inmediato de legalidad de la directiva 07 del 6 de abril de 2020 proferida por la ministra de educación nacional, para los gobernadores, alcaldes y secretarios de educación de entidades territoriales certificadas en educación y prestadores privados de educación inicial. asunto: orientaciones para manejo de la emergencia por covid19"
11001-0315-000-2020-01512-00,Marta Nubia Velásquez Rico,Ministerio de Educación Nacional,Directiva 08 del 6 de abril de 2020,"Control inmediato de legalidad de la directiva 08 del 6 de abril de 2020 proferida por la ministra de educación nacional, para las instituciones de educacion superior y aquellas autorizadas para ofrecer y desarrollar programas académicos de educacion superior e instituciones de educacion para el trabajo y el desarrollo humano. asunto: alcance de las medidas tomadas para la atención de la emergencia del covid19"
11001-03-15-000-2020-01513-00,Rocío Araújo Oñate,Ministerio de Educación Nacional,Directiva 10 del 7 de abril de 2020,"Control inmediato de legalidad de la directiva 10 del 7 de abril de 2020 proferida por la ministra de educación nacional, para los gobernadores, alcaldes y secretarios de educación de entidades territoriales certificadas en educación y rectores de establecimientos educativos privados. asunto: orientaciones adicionales a colegios privados a propósito de la prestación."
11001-03-15-000-2020-01514-00,Sandra Lisset Ibarra Vélez,Dirección General de Sanidad Militar,Circular 07 del 7 de abril de 2020,"Control inmediato de legalidad de la circular 07 del 7 de abril de 2020 proferida por la dirección general de sanidad militar, para la dirección de sanidad ejército, armada y jefatura salud fuerza aérea colombina. asunto: lineamientos y cumplimiento normativa vigente covid19."
11001-03-15-000-2020-01515-00,Carmelo Perdomo Cuéter,Dirección General de Sanidad Militar,Resolución 0352 del 27 de marzo de 2020,"Control inmediato de legalidad de la resolución 0352 del 27 de marzo de 2020 proferida por la dirección general de sanidad militar, ""por la cual se modifican unas apropiaciones al máximo nivel de desagregación en el presupuesto de funcionamiento e inversión de la unidad 1501-11 salud del ministerio de defensa nacional para la vigencia fiscal 2020""."
11001-03-15-000-2020-01516-00,Hernando Sánchez Sánchez,Dirección General de Sanidad Militar,Resolución 0353 del 27 de marzo de 2020,"Control inmediato de legalidad de la resolución 0353 del 27 de marzo de 2020 proferida por la dirección general de sanidad militar, ""por la cual se modifican unas apropiaciones al máximo nivel de desagregación en el presupuesto de funcionamiento e inversión de la unidad 1501-11 salud del ministerio de defensa nacional para la vigencia fiscal de 2020."
11001-03-15-000-2020-01517-00,Guillermo Sánchez Luque,Dirección General de Sanidad Militar,Resolución 0354 del 27 de marzo de 2020,"Control inmediato de legalidad de la resolución 0354 del 27 de marzo de 2020 proferida por la dirección general de sanidad militar, ""por la cual se modifican unas aprobaciones al máximo nivel de desagregación en el presupuesto de funcionamiento e inversión de la unidad 1501-11 salud del ministerio de defensa nacional para la vigencia fiscal se 2020""."
11001-03-15-000-2020-01518-00,María Adriana Marín,Dirección General Marítima,Resolución 0113-2020 del 18 de marzo de 2020,"Control inmediato de legalidad de la resolución 0113-2020 del 18 de marzo de 2020 proferida por la dirección general marítima, ""por medio del cual se adiciona el titulo 2 a la parte 3 del remac 8 disposiciones especiales transitorias, en el sentido de autorizar a los capitanes de puerto a designar zonas de fondeo de cuarentena dentro de su jurisdicción como medida de emergencia con el fin de prevenir y evitar la propagación del covid19."
11001-03-15-000-2020-01519-00,Marta Nubia Velásquez Rico (E),Dirección General Marítima,Resolución 0140-2020 del 2 de abril de 2020,"Control inmediato de legalidad de la resolución 0140-2020 del 2 de abril de 2020 proferida por la Dirección General Marítima, ""por la cual se suspenden términos en algunas actuaciones administrativas y jurisdiccionales a cargo de la Dirección General Marítima con ocasión a la declaratoria de emergencia sanitaria y se dictan otras disposiciones"""
11001-03-15-000-2020-01520-00,Marta Nubia Velásquez Rico,Dirección General Marítima,Resolución 0156-2020 del 10 de abril de 2020,"Control inmediato de legalidad de la resolución 0156-2020 del 10 de abril de 2020 proferida por la Dirección General Marítima, ""por medio de la cual se establecen medidas especiales para el ejercicio y control de las actividades marítimas en el marco de la emergencia declarada por el Gobierno Nacional por el Coronavirus Covid19"""
11001-03-15-000-2020-01521-00,Oswaldo Giraldo López,Dirección General Marítima,Circular CR20200055 del 2 de abril de 2020,"Control inmediato de legalidad de la circular CR20200055 del 2 de abril de 2020 proferida por la Dirección General Marítima, para la empresa de Practicaje - pilotos prácticos. Asunto: medidas de facilitación para los pilotos prácticos ante las medidas preventivas del virus Covid19"
11001-03-15-000-2020-01522-00,Luis Alberto Álvarez Parra,Dirección General Marítima,Circular CR20200059 del 9 de abril de 2020,"Control inmediato de legalidad de la circular CR20200059 del 9 de abril de 2020 proferida por la Dirección General Marítima, para los armadores, capitanes y tripulaciones de buques, agentes marítimos, pilotos prácticos, inspectores DIMAR y demás autoridades. Asunto: recomendaciones situación virus Covid19 en operaciones marítimas"
11001-03-15-000-2020-01523-00,Rafael Francisco Suárez Vargas,Dirección General de Sanidad Naval,Circular 20200423670119981 del 19 de marzo de 2020,"Control inmediato de legalidad de la circular 20200423670119981 del 19 de marzo de 2020 proferida por la Dirección General de Sanidad Naval, para los señores directores de hospitales navales y jefes de establecimientos de Sanidad Naval. Asunto: recomendaciones para la prevención temprana del Covid19 en el teatro de operaciones Armada Nacional de Colombia"
11001-03-15-000-2020-01524-00,Martín Bermúdez Muñoz,Dirección General de Sanidad Naval,Circular 20200423670140421 del 1 de abril de 2020,"Control inmediato de legalidad de la circular 20200423670140421 del 1 de abril de 2020 proferida por la Dirección General de Sanidad Naval, para el acuerdo lista de distribución. Asunto: instalar las recomendaciones para la prevención del Covid19 en el teatro de operaciones Armada Nacional de Colombia"
11001-03-15-000-2020-01525-00,Julio Roberto Piza Rodríguez (E),Dirección General de Sanidad Naval,Circular 20200042350977463 del 27 de marzo,"Control inmediato de legalidad de la circular 20200042350977463 del 27 de marzo de 2020 proferida por la dirección general de sanidad naval, para el acuerdo lista de distribución. asunto: lineamientos encaminados a las líneas y fases de atención como la distribución de pacientes sanidad de naval sars cov2 covid19""."
11001-03-15-000-2020-01556-00,Jaime Enrique Rodríguez Navas,Hospital Militar Central,Resolución 0170 del 17 de marzo de 2020,"Control inmediato de legalidad de la resolución 0170 del 17 de marzo de 2020 proferida por la directora general de la entidad descentralizada adscrita al sector defensa hospital militar central, ""por medio de la cual se declara la urgencia manifiesta con ocasión de la situación epidemiológica causada por el coronavirus covid19 en el hospital militar central"
11001-03-15-000-2020-01557-00,Nicolás Yepes Corrales,Hospital Militar Central,Resolución 0178 del 20 de marzo de 2020,"Control inmediato de legalidad de la resolución 0178 del 20 de marzo de 2020 proferida por la directora general de la entidad descentralizada adscrita al sector defensa hospital militar central, ""por medio de la cual se declara la urgencia manifiesta con ocasión de la situación epidemiológica causada por el coronavirus covid19 en el hospital militar central"
11001-03-15-000-2020-01558-00,Ramiro Pazos Guerrero,Hospital Militar Central,Resolución 0179 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 0179 del 24 de marzo de 2020 proferida por la directora general de la entidad descentralizada adscrita al sector defensa hospital militar central, ""por medio de la cual se suspenden términos en las indagaciones disciplinarias contra personal uniformado, y los procesos administrativos por perdida o daño de bienes que cursan en la subdirecciones respectivas, así como las actuaciones disciplinarias que se tramitan en la oficina de control disciplinario interno"
11001-03-15-000-2020-01559-00,Milton Chaves García,Hospital Militar Central,Resolución 181 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 181 del 25 de marzo de 2020 proferida por la Directora General de la entidad descentralizada adscrita al sector defensa Hospital Militar Central, ""por medio de la cual se declara la urgencia manifiesta con ocasión de la situación epidemiológica causada por el Coronavirus Covid19 en el Hospital Militar Central"""
11001-03-15-000-2020-01560-00,Stella Jeannette Carvajal Basto,Industria Militar,Resolución 051 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 051 del 25 de marzo de 2020 proferida por el Gerente General de la Industria Militar ""por el cual se establece como medida transitoria la suspensión de términos en las actuaciones de los procesos disciplinarios en segunda instancia en cualquier etapa y en investigaciones administrativas en primera y segunda instancia, por motivos de salud pública"""
11001-03-15-000-2020-01561-00,Alberto Montaña Plata,Industria Militar,Resolución 052 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 052 del 25 de marzo de 2020 proferida por el Gerente General de la Industria Militar ""por el cual se establece como medida transitoria la suspensión de términos en las actuaciones administrativas y contractuales que se adelantan en la Industria Militar y se adoptan otras disposiciones, por motivos de salud pública""."
11001-03-15-000-2020-01562-00,Julio Roberto Piza Rodríguez,Ministerio de Educación Nacional,Directiva 09 del 7 de abril de 2020,"Control inmediato de legalidad de la directiva 09 del 7 de abril de 2020 proferida por la Ministra de Educación Nacional, para los Gobernadores, Alcaldes, Secretarios de Educación de entidades territoriales certificadas en educación, no certificadas en educación, Rectores y Directores Rurales. Asunto: orientaciones para garantizar la continuidad de las jornadas de trabajo académico en casa entre el 20 de abril y el 31 de mayo de 2020, y el uso de los recursos de calidad matricula y de calidad gratuita."
11001-03-15-000-2020-01563-00,Nubia Margoth Peña Garzón,Industria Militar,Resolución 053 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 053 del 25 de marzo de 2020 proferida por el Gerente General de la Industria Militar ""por el cual se establece como medida transitoria la suspensión de términos en las actuaciones de los procesos disciplinarios en primera instancia en cualquier etapa y en investigaciones administrativas por motivos de salud pública"
11001-03-15-000-2020-01564-00,César Palomino Cortés,Industria Militar,Resolución 059 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 059 del 13 de abril de 2020 proferida por el gerente general de la industria militar ""por el cual se establece la suspensión de términos en los procesos disciplinarios en segunda instancia y en los procesos investigaciones administrativas en primera y segunda instancia""."
11001-03-15-000-2020-01565-00,Roberto Augusto Serrato Valdés,Industria Militar,Resolución 060 del 13 de abril de 2020,"Control inmediato de legalidad de la resolución 060 del 13 de abril de 2020 proferida por el gerente general de la industria militar ""por el cual se establece la suspensión de términos en los procesos disciplinarios en primera instancia y en los procesos investigaciones administrativas en primera instancia""."
11001-03-15-000-2020-01566-00,Gabriel Valbuena Hernández,Fondo de Defensa Técnica y Especializada,Circular 013 del 24 de marzo de 2020,"Control inmediato de legalidad de la circular 013 del 24 de marzo de 2020 proferida por el director del fondo de defensa técnica y especializada, para los responsables de gestión, funcionarios y contratistas de fondetec. asunto: por la cual se prorroga la suspensión de términos sidetec por la emergencia de covid19 y de adoptan otras medidas por motivos de salubridad pública."
11001-03-15-000-2020-01567-00,William Hernández Gómez,Fondo de Defensa Técnica y Especializada,Circular 259 del 8 de abril de 2020,"Control inmediato de legalidad de la circular 259 del 8 de abril de 2020 proferida por el director del fondo de defensa técnica y especializada, para los responsables de gestión, funcionarios y contratistas de fondetec. asunto: por la cual se modifica la circular 103 del 24 de marzo de 2020."
11001-03-15-000-2020-01568-00,Lucy Jeannette Bermúdez Bermúdez,Fondo de Defensa Técnica y Especializada,Circular 200 del 19 de marzo de 2020,"Control inmediato de legalidad de la circular 200 del 19 de marzo de 2020 proferida por el director del fondo de defensa técnica y especializada, para los responsables de gestión, funcionarios y contratistas de fondetec. asunto: suspensión términos sidetec por emergencia de covid19."
11001-03-15-000-2020-01569-00,Carlos Enrique Moreno Rubio,Agencia Logística de las Fuerzas Militares,Resolución 270 del 17 de marzo de 2020,"Control inmediato de legalidad de la resolución 270 del 17 de marzo de 2020 proferida por el Director General de la Agencia Logística de las Fuerzas Militares, ""por medio de la cual se declara la urgencia manifiesta con ocasión de la situación epidemiológica causada por el Coronavirus COVID19 en el Hospital Militar Central por la cual se adoptan medidas preventivas sanitarias, por causa del coronavirus COVID19 en la Agencia Logística de las Fuerzas Militares""."
11001-03-15-000-2020-01570-00,Carmelo Perdomo Cuéter,Agencia Logística de las Fuerzas Militares,Resolución 270 del 17 de marzo de 2020,"Control inmediato de legalidad de la resolución 270 del 17 de marzo de 2020 proferida por el Director General de la Agencia Logística de las Fuerzas Militares, ""por medio de la cual se declara la urgencia manifiesta con ocasión de la situación epidemiológica causada por el Coronavirus COVID19 en el Hospital Militar Central por la cual se adoptan medidas preventivas sanitarias, por causa del coronavirus COVID19 en la Agencia Logística e las Fuerzas Militares""."
11001-03-15-000-2020-01571-00,Martín Bermúdez Muñoz,Agencia Logística de las Fuerzas Militares,Resolución 362 del 3 de abril de 2020,"Control inmediato de legalidad de la resolución 362 del 3 de abril de 2020 proferida por el Director General de la Agencia Logística de las Fuerzas Militares, ""por la cual se adoptan medidas especiales para garantizar la prestación de los servicios por parte de la Agencia Logística de las Fuerzas Militares, se suspenden los términos administrativos y se dictan otras disposiciones""."
11001-03-15-000-2020-01572-00,Roberto Augusto Serrato Valdés,Agencia Logística de las Fuerzas Militares,Resolución 303 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 303 del 24 de marzo de 2020 proferida por el Director General de la Agencia Logística de las Fuerzas Militares, ""por la cual se adoptan recursos para el manejo de medidas preventivas sanitarias, por causa del coronavirus COVID19 en la Agencia Logística de las Fuerzas Militares""."
11001-03-15-000-2020-01573-00,Nubia Margoth Peña Garzón,Agencia Logística de las Fuerzas Militares,Resolución 390 del 14 de abril de 2020,"Control inmediato de legalidad de la resolución 390 del 14 de abril de 2020 proferida por el Director General de la Agencia Logística de las Fuerzas Militares, ""por la cual se dictan medidas y acciones transitorias para adopción de modalidades de trabajo para la prevención y cuidado colectivo frente al virus COVID19""."
11001-0315-000-2020-01574-00,Alberto Montaña Plata,Armada Nacional de Colombia,Directiva transitoria 20200041520950103 del 30 de marzo de 2020,"Control inmediato de legalidad de la directiva transitoria 20200041520950103 del 30 de marzo de 2020 proferida por la directora de sanidad naval - armada nacional de Colombia, para el acuerdo lista de distribución. asunto: instrucción gestión de requerimientos presupuestales atención covid19"
11001-0315-000-2020-01575-00,Carlos Enrique Moreno Rubio,Caja Promotora de Vivienda Militar y de Policía,Resolución 186 del 3 de abril de 2020,"Control inmediato de legalidad de la resolución 186 del 3 de abril de 2020 proferida por el gerente general de la caja promotora de vivienda militar y de policía, ""por la cual se suspenden términos de algunas actuaciones administrativas que adelanta la caja promotora de vivienda militar y de policía"
11001-0315-000-2020-01576-00,Lucy Jeannette Bermúdez Bermúdez,Caja de Sueldos de Retiro de la Policía Nacional,Resolución 1951 del 7 de abril de 2020,"Control inmediato de legalidad de la resolución 1951 del 7 de abril de 2020 proferida por el director general de la caja de sueldos de retiro de la policía nacional, ""por la cual se suspenden los términos de las actuaciones administrativas o jurisdiccionales en sede administrativa en la caja de sueldos de retiro de la policía nacional por razón del servicio y como consecuencia de la emergencia sanitaria declarada"
11001-0315-000-2020-01577-00,Marta Nubia Velásquez Rico,Caja de Sueldos de Retiro de la Policía Nacional,Resolución 1696 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 1696 del 30 de marzo de 2020 proferida por el director general de la caja de sueldos de retiro de la policía nacional, ""por la cual se prorroga la suspensión de términos en las actuaciones disciplinarias que se adelantan en la caja de sueldos de retiro de la policía nacional como consecuencia de la emergencia sanitaria por el covid19"
11001-0315-000-2020-01578-00,Luis Alberto Álvarez Parra,Caja de Sueldos de Retiro de la Policía Nacional,Resolución 1870 del 7 de abril de 2020,"Control inmediato de legalidad de la resolución 1870 del 7 de abril de 2020 proferida por el director general de la caja de sueldos de retiro de la policía nacional, ""por la cual se brindan alivios financieros a los afiliados y funcionarios de la caja de sueldos de retiro de la policía nacional"
11001-03-15-000-2020-01579-00,César Palomino Cortés,Caja de Sueldos de Retiro de la Policía Nacional,Resolución 1954 del 15 de abril de 2020,"Control inmediato de legalidad de la resolución 1954 del 15 de abril de 2020 proferida por el director general de la caja de sueldos de retiro de la policía nacional, ""por la cual se adoptan protocolos y/o procedimientos e instructivos para los distintos trámites en el cumplimiento de las obligaciones de la entidad, en los cuales se incluyen también medidas preventivas de carácter sanitario, ambiental y económico por causa del."
11001-03-15-000-2020-01580-00,Ramiro Pazos Guerrero,Caja de Sueldos de Retiro de la Policía Nacional,Circular 0004 del 31 de marzo 2020,"Control inmediato de legalidad de la circular 0004 del 31 de marzo 2020 proferida por el director general de la caja de sueldos de retiro de la policía nacional, ""protocolo de carácter transitorio para el trámite de actos administrativos mediante los cuales se efectúa el reconocimiento y pago de asignaciones y sustitución de la asignación mensual de retiro""."
11001-03-15-000-2020-01581-00,María Adriana Marín,Círculo de Suboficiales de las Fuerzas Militares,Circular 001 del 31 de marzo de 2020,"Control inmediato de legalidad de la circular 001 del 31 de marzo de 2020 proferida por el director general del circulo de suboficiales de las fuerzas militares, para el subdirector general, administradores seccionales y empleados -csffmm. asunto: disposiciones retiro de cesantías en emergencia sanitaria."
11001-03-15-000-2020-01582-00,Oswaldo Giraldo López,Círculo de Suboficiales de las Fuerzas Militares,Circular 002 del 3 de abril de 2020,"Control inmediato de legalidad de la circular 002 del 3 de abril de 2020 proferida por el director general del circulo de suboficiales de las fuerzas militares, para el subdirector general, administradores seccionales y jefes de proceso -csffmm. asunto: disposición trabajo en casa y disponibilidad para atender requerimientos."
11001-03-15-000-2020-01583-00,Hernando Sánchez Sánchez,Círculo de Suboficiales de las Fuerzas Militares,Resolución 002 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 002 del 30 de marzo de 2020 proferida por el director general del circulo de suboficiales de las fuerzas militares, ""por medio de la cual la directora general del circulo de suboficiales de las fuerzas militares, adopta medidas excepcionales para autorizar vacaciones anuales, anticipadas y colectivas para los empleados del circulo de suboficiales de las fuerzas militares, a partir del 1 de abril de 2020"""
11001-03-15-000-2020-01613-00,Nicolás Yepes Corrales,Club Militar,Resolución 000321 del 26 de marzo de 2020,"Control inmediato de legalidad de la resolución 000321 del 26 de marzo de 2020 proferida por el director general del club militar ""por la cual se suspenden términos en las actuaciones disciplinarias del club militar como consecuencia de la emergencia generada en el covid19"
11001-03-15-000-2020-01614-00,Stella Jeannette Carvajal Basto,Club Militar,Circular 004 del 8 de abril de 2020,"Control inmediato de legalidad de la circular 004 del 8 de abril de 2020 proferida por el director general del club militar, para todo el personal. asunto: lineamientos para la administración de expedientes y comunicaciones oficiales."
11001-03-15-000-2020-01615-00,Jaime Enrique Rodríguez Navas,Club Militar,Resolución 000324 del 14 de abril de 2020,"Control inmediato de legalidad de la resolución 000324 del 14 de abril de 2020 proferida por el director general del club militar ""por la cual se prorroga la suspensión de términos en las actuaciones disciplinarias del club militar como consecuencia de la emergencia generada con el covid19""."
11001-03-15-000-2020-01616-00,Sandra Lisset Ibarra Vélez,Corporación de Alta Tecnología para la Defensa,Orden de gerencia 009 del 9 de abril de 2020,"Control inmediato de legalidad de la orden de gerencia 009 del 9 de abril de 2020 proferida por el gerente de la corporación de alta tecnología para la defensa ""por la cual se extienden las medidas adoptadas mediante orden de gerencia no. 006 del 29 de marzo de 2020 para enfrentar la propagación del covid19""."
11001-03-15-000-2020-01617-00,Julio Roberto Piza Rodríguez (E),Corporación de Alta Tecnología para la Defensa,Orden de gerencia 006 del 29 de marzo de 2020,"Control inmediato de legalidad de la orden de gerencia 006 del 29 de marzo de 2020 proferida por el Gerente de la Corporación de Alta Tecnología para la Defensa ""por la cual se adoptan medidas establecidas en los decretos presidenciales con ocasión de la emergencia ocasión de la emergencia por COVID19""."
11001-03-15-000-2020-01618-00,William Hernández Gómez,"Corporación de Ciencia y Tecnología para el Desarrollo de la Industria Naval, Marítima y Fluvial",Directiva transitoria No. 005/PCTMAR-VPEXE-VPT/0-2020,"Control inmediato de legalidad de la directiva transitoria No. 005/PCTMAR-VPEXE-VPT/0-2020 del 8 de abril de 2020 proferida por la Corporación de Ciencia y Tecnología para el Desarrollo de la Industria Naval, Marítima y Fluvial ""por medio de la cual se establecen y adoptan medidas preventivas sanitarias con ocasión al estado de emergencia económica, social y ecológica decretada por el gobierno nacional con ocasión a la
pandemia COVID-19."
11001-03-15-000-2020-01619-00,Gabriel Valbuena Hernández,Instituto de Casas Fiscales del Ejército Nacional,Resolución 082 del 15 de abril de 2020,"Control inmediato de legalidad de la resolución 082 del 15 de abril de 2020 proferida por el Director del Instituto de Casas Fiscales del Ejército, ""por la cual se adapta y autoriza el uso de la firma mecánica de los actos administrativos y demás documentos que se generen en la actuación administrativa del Instituto de Casas Fiscales del Ejército""."
11001-03-15-000-2020-01620-00,Guillermo Sánchez Luque,Ministerio de Defensa Nacional,Resolución 0944 del 25 de marzo de 2020,"Control inmediato de legalidad de la resolución 0944 del 25 de marzo de 2020 proferida por el Ministerio de Defensa Nacional, ""por la cual se declara la urgencia manifiesta en el Ministerio de Defensa Nacional y sus unidades ejecutoras y se dictan otras disposiciones""."
11001-03-15-000-2020-01621-00,Rocío Araújo Oñate,Ministerio de Defensa Nacional,Resolución 0986 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 0986 del 1 de abril de 2020 proferida por el Ministerio de Defensa Nacional, ""por medio de la cual se adopta la suspensión de términos procesales en las actuaciones administrativas de la jurisdicción coactiva de manera transitoria y por motivos de salubridad pública""."
11001-03-15-000-2020-01622-00,Milton Chaves García,Ministerio de Defensa Nacional,Resolución 41/2020 del 2 de abril de 2020,"Control inmediato de legalidad de la resolución 41/2020 del 2 de abril de 2020 proferida por el Ministerio de Defensa Nacional, ""por medio de la cual se suspenden términos de actuaciones administrativas en el tribunal médico laboral de revisión Militar y de Policía""."
11001-03-15-000-2020-01623-00,Rafael Francisco Suárez Vargas,Servicio Aéreo a Territorios Nacionales - SATENA,Circular 006 de 2020,"Control inmediato de legalidad de la circular 006 de 2020 proferida por el Servicio Aéreo a Territorios Nacionales - SATENA, para los jefes, lideres, agencias de viajes y turismo, agencias comerciales, aeropuertos a nivel nacional. Asunto: actualización de circular 005, de acuerdo a ampliación periodo de cuarentena entre el 13 de abril y el 26 de abril de 2020."
11001-03-15-000-2020-01624-00,Marta Nubia Velásquez Rico (E),Servicio Aéreo a Territorios Nacionales - SATENA,Orden Presidencial 031 del 24 de marzo 2020,"Control inmediato de legalidad de la orden Presidencial 031 del 24 de marzo 2020 proferida por el Servicio Aéreo a Territorios Nacionales - SATENA, ""por la cual se imparten directrices transitorias para mitigar el impacto de la emergencia sanitaria declarada por el COVID19""."
11001-03-15-000-2020-01625-00,Julio Roberto Piza Rodríguez,Instituto de Casas Fiscales del Ejército Nacional,Circular 004 del 19 de marzo de 2020,Control inmediato de legalidad de la circular 004 del 19 de marzo de 2020 proferida por los usuarios Instituto de Casas Fiscales del Ejército. Asunto: recabando prohibiciones y recomendaciones para prevenir el COVID19.
11001-03-15-000-2020-01626-00,María Adriana Marín,Instituto de Casas Fiscales del Ejército Nacional,Circular 006 del 24 de marzo de 2020,"Control inmediato de legalidad de la circular 006 del 24 de marzo de 2020 proferida por el Director del Instituto de Casas Fiscales del Ejército, para los presidentes juntas seccionales Casas Fiscales."
11001-03-15-000-2020-01627-00,Hernando Sánchez Sánchez,Sociedad Hotelera Tequendama S.A.,Resolución 20202040000254 del 1 de abril 2020,"Control inmediato de legalidad de la resolución 20202040000254 del 1 de abril 2020 proferida por el Gerente General de la Sociedad Hotelera Tequendama S.A., ""por medio de la cual se adoptan medidas preventivas sanitarias, por causa del Coronavirus COVID19 en la Sociedad Hotelera Tequendama S.A.""."
11001-03-15-000-2020-01629-00,Gabriel Valbuena Hernández,Procuraduría General de la Nación,Resolución 163 del 13 de abril 2020,"Control inmediato de legalidad de la resolución 163 del 13 de abril 2020 proferida por el Procurador General de la Nación, ""por la cual se fijan criterios para el manejo de procesos disciplinarios relacionados con la emergencia económica, social y ecológica""."
11001-03-15-000-2020-01641-00,Julio Roberto Piza Rodríguez,Consejo Superior de la Judicatura - Sala Jurisdiccional Disciplinaria,Circular 003 del 13 de abril de 2020,"Control inmediato de legalidad de la circular 003 del 13 de abril de 2020 proferida por la presidenta de la sala jurisdiccional disciplinaria, para los funcionarios y empleados de la sala jurisdiccional disciplinaria del consejo superior de la judicatura y de las salas jurisdiccionales disciplinarias de los consejos seccionales de todo el país y público en general. asunto: prorroga de las medidas."
11001-03-15-000-2020-01642-00,Sandra Lisset Ibarra Vélez,Registraduría Nacional del Estado Civil,Circular DRN 032 del 21 de marzo de  2020,"Control inmediato de legalidad de la circular DNR 032 del 21 de marzo de  2020 proferida por el registrador nacional del estado civil, para los servidores públicos de la registraduría nacional de estado civil - oficinas centrales, delegaciones departamentales, registradores distritales, especiales, municipales, auxiliares y contratistas. asunto: directrices administrativas y gestión organizacional para la aplicación."
11001-03-15-000-2020-01643-00,Stella Jeannette Carvajal Basto,Registraduría Nacional del Estado Civil,Circular DNR 031 del 16 de marzo de 2020,"Control inmediato de legalidad de la circular DNR 031 del 16 de marzo de 2020 proferida por el registrador nacional del estado civil, para los servidores públicos de la registraduria nacional de estado civil. Asunto: plan de contingencia."
11001-03-15-000-2020-01644-00,Guillermo Sánchez Luque,Ministerio de Salud y de Protección Social y otros,Circular 015 del 5 de abril de 2020,"Control inmediato de legalidad de la circular 015 del 5 de abril de 2020 proferida por el ministro de salud y de protección social, ministro del trabajo, ministro de comercio, industria y turismo y ministra de tecnologías de la información y las comunicaciones, para las empresas proveedores u operadores de los sectores de comercio, industria y turismo, y especial centro para empresas proveedoras de servicios de domicilios, de mensajería y los operadores de plataformas digitales relacionadas. asunto:"
11001-03-15-000-2020-01645-00,Oswaldo Giraldo López,Superintendencia de la Economía Solidaria,Circular 014 del 3 de abril de 2020,"Control inmediato de legalidad de la circular 014 del 3 de abril de 2020 proferida por el superintendente de la economía solidaria, para los representantes legales, miembros del consejo de administración, juntas directivas y revisores fiscales de las organizaciones de la economía solidaria vigiladas. asunto: modificación transitoria del numeral 2.3.1."
